ImageNumber,ObjectNumber,Mean_Spots_Primary_Objects_Intensity_IntegratedIntensity_Spots_eroded,Mean_Spots_Primary_Objects_Number_Object_Number,Number_Object_Number,TrackObjects_Label_50,TrackObjects_Lifetime_50,TrackObjects_Linearity_50,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50
6,16,0.06808575638569891,212.0,16,33,5,0.5039347835647271,5.0,16
6,17,nan,nan,17,62,3,0.6393124820226866,5.0,17
6,18,0.12010376170898478,234.0,18,113,1,nan,0.0,0
6,19,0.1393939413511279,229.54545454545453,19,39,4,0.7161779163934453,5.0,18
6,20,0.13444419163279236,247.2,20,39,4,0.9626338651806134,5.0,18
6,21,0.42812351114978947,289.77777777777777,21,66,3,0.13637246628509367,5.0,22
6,22,0.02084382437169552,302.0,22,65,3,0.7876588042162709,5.0,25
6,23,0.08480964449699968,304.5,23,8,6,0.3601573281999748,5.0,24
6,24,0.10440833317115902,321.0,24,10,6,0.9379091687785976,5.0,29
6,25,nan,nan,25,13,6,0.6366252698805843,5.0,27
6,26,nan,nan,26,40,4,0.12624734810776697,5.0,31
6,27,0.48141366872005165,371.72222222222223,27,14,6,0.8675873908021219,5.0,36
6,28,0.05911650327034294,369.2,28,13,6,0.11086795776313066,5.0,33
6,29,nan,nan,29,114,1,nan,0.0,0
6,30,0.5396238701456847,388.25,30,15,6,0.4262921906645501,5.0,38
6,31,0.13874265854246914,405.625,31,16,6,0.5714719395805704,5.0,37
6,32,nan,nan,32,14,6,0.34606244006814835,5.0,36
6,33,nan,nan,33,40,4,0.998237811346609,5.0,31
6,34,nan,nan,34,95,2,1.0,5.0,39
6,35,0.31082500745348324,438.125,35,16,6,0.5689892138516733,5.0,42
6,36,nan,nan,36,14,6,0.5700617336058269,5.0,41
6,37,nan,nan,37,95,2,1.0,5.0,39
6,38,0.03706416394561529,426.0,38,17,6,0.6505195636370569,5.0,40
6,39,nan,nan,39,42,4,0.9750562637056961,5.0,46
6,40,nan,nan,40,19,6,0.9284265693400616,5.0,45
6,41,nan,nan,41,22,6,0.40588805380635795,5.0,48
6,42,nan,nan,42,97,2,1.0,5.0,49
6,43,nan,nan,43,24,6,0.6563440719278021,5.0,51
6,44,nan,nan,44,98,2,1.0,5.0,52
6,45,0.37096208264119923,490.0,45,99,2,1.0,5.0,53
6,46,0.39407950500026345,481.0,46,26,6,0.45959495967986946,5.0,55
6,47,0.1416255225693541,495.0,47,69,3,0.9052748942699094,5.0,56
6,48,0.19473980051803996,516.7272727272727,48,69,3,0.7936396957892112,5.0,56
6,49,0.2483558428939432,497.0,49,43,4,0.9994212020775269,5.0,57
6,50,nan,nan,50,45,4,0.6298741438151628,5.0,58
6,51,nan,nan,51,45,4,0.5578097575927455,5.0,59
6,52,nan,nan,52,70,3,0.897919385896091,5.0,60
6,53,0.17692207727197776,671.7647058823529,53,71,3,0.9575816222888626,5.0,64
6,54,0.23867366085355374,649.4347826086956,54,100,2,1.0,5.0,63
6,55,0.05749599542468786,675.0,55,115,1,nan,0.0,0
6,56,nan,nan,56,29,6,0.7639690506230389,5.0,65
6,57,nan,nan,57,101,2,1.0,5.0,67
6,58,0.09974822669755667,722.75,58,72,3,0.9911098770885363,5.0,68
6,59,0.10038910550065339,708.0,59,46,4,0.9273913130416974,5.0,66
6,60,0.06541542755439878,712.0,60,73,3,0.9694464757930378,5.0,69
6,61,nan,nan,61,47,4,0.5175637092841395,5.0,72
6,62,nan,nan,62,49,4,0.9905299602366273,5.0,74
6,63,0.17091161141601893,750.3846153846154,63,50,4,0.3204036353773176,5.0,75
6,64,nan,nan,64,74,3,0.9620679158158746,5.0,76
6,65,0.14167239097878337,763.5,65,103,2,1.0,5.0,77
6,66,0.1259784873109311,776.0,66,75,3,0.995895402585283,5.0,78
6,67,0.03881895262748003,790.0,67,104,2,1.0,5.0,80
6,68,0.8784924186766148,848.5,68,77,3,0.9864725967017428,5.0,81
6,69,nan,nan,69,116,1,nan,0.0,0
6,70,nan,nan,70,51,4,0.9993938405995044,5.0,83
6,71,0.8174494352236751,943.9354838709677,71,32,6,0.5570951231314212,5.0,86
6,72,0.47994744433607495,973.9333333333333,72,53,4,0.3272104934118671,5.0,87
6,73,nan,nan,73,105,2,1.0,5.0,88
6,74,0.11615421894627313,1061.3333333333333,74,78,3,0.8752262753611322,5.0,89
6,75,0.13238727417774498,1069.0,75,78,3,0.728950038517773,5.0,89
6,76,nan,nan,76,80,3,0.8945403758575269,5.0,91
6,77,0.2525062959175557,1098.5,77,79,3,0.9152154512333911,5.0,90
6,78,nan,nan,78,106,2,1.0,5.0,92
6,79,nan,nan,79,54,4,0.5110947111475757,5.0,93
6,80,nan,nan,80,54,4,0.9917320867598187,5.0,94
6,81,0.32608339193393476,1124.125,81,55,4,0.9991384450008134,5.0,95
6,82,nan,nan,82,107,2,1.0,5.0,96
6,83,0.8231955677637774,1170.121212121212,83,81,3,0.8118900607415238,5.0,97
6,84,nan,nan,84,117,1,nan,0.0,0
6,85,nan,nan,85,56,4,0.4341368647448547,5.0,98
6,86,nan,nan,86,84,3,0.9587730064837944,5.0,99
6,87,nan,nan,87,82,3,0.9925270153915751,5.0,100
6,88,nan,nan,88,118,1,nan,0.0,0
6,89,nan,nan,89,84,3,0.45645745997736686,5.0,103
6,90,nan,nan,90,108,2,1.0,5.0,101
6,91,0.0709163051020975,1266.5,91,85,3,0.9704307491315343,5.0,104
6,92,1.5489738353644498,1264.5,92,119,1,nan,0.0,0
6,93,0.021301594795659184,1269.0,93,109,2,1.0,5.0,105
6,94,0.13678187294863164,1345.0,94,36,5,0.48279356649948635,5.0,107
6,95,0.10711833438836038,1302.0,95,86,3,0.9922552346482674,5.0,106
6,96,0.8302974207436338,1397.4235294117648,96,57,4,0.9611417210626986,5.0,110
6,97,0.3106342497604111,1459.4153846153847,97,36,5,0.7013538029407427,5.0,111
6,98,0.29210346075706184,1464.0,98,120,1,nan,0.0,0
6,99,0.02243076264858246,1514.0,99,58,4,0.9241965957942876,5.0,112
6,100,0.05217059585265815,1578.5,100,59,4,0.19844007790826396,5.0,113
6,101,0.23828488896833733,1557.0,101,111,2,1.0,5.0,114
6,102,nan,nan,102,121,1,nan,0.0,0
6,103,nan,nan,103,112,2,1.0,5.0,115
6,104,nan,nan,104,122,1,nan,0.0,0
6,105,0.11690590736855354,1615.857142857143,105,87,3,0.9997911828402433,5.0,116
6,106,0.604654006077908,1619.5,106,123,1,nan,0.0,0
6,107,0.18350118410307914,1639.5,107,124,1,nan,0.0,0
6,108,0.08549630106426775,1651.0,108,125,1,nan,0.0,0
6,109,0.5788933302185708,1674.0645161290322,109,88,3,0.9869047203309786,5.0,117
7,1,nan,nan,1,89,3,0.8933432401443234,6.0,1
7,2,nan,nan,2,90,3,0.9167767488940906,6.0,2
7,3,0.8257540216130254,39.68421052631579,3,1,7,0.41453781296595754,6.0,3
7,4,nan,nan,4,91,3,0.7441187030816929,6.0,4
7,5,0.5734365908429027,61.0,5,60,4,0.9853548567814734,6.0,6
7,6,nan,nan,6,3,7,0.5414080485746299,6.0,7
7,7,nan,nan,7,3,7,0.839785764803487,6.0,7
7,8,0.10920882015489042,128.0,8,92,3,0.9943182554414496,6.0,11
7,9,nan,nan,9,6,7,0.9549343166481012,6.0,14
7,10,0.05719081498682499,137.5,10,93,3,0.9526513803154433,6.0,12
7,11,nan,nan,11,113,2,1.0,6.0,18
7,12,0.04957656189799309,153.0,12,113,2,1.0,6.0,18
7,13,0.1622644407907501,159.75,13,39,5,0.4723096469117059,6.0,19
7,14,0.3144255783129484,209.36,14,66,4,0.23203119137012707,6.0,21
7,15,0.4956893289927393,237.0,15,8,7,0.3005839041291938,6.0,23
7,16,nan,nan,16,13,7,0.6337733565817253,6.0,25
7,17,nan,nan,17,40,5,0.059871260856761976,6.0,26
7,18,0.06535947827311854,314.0,18,13,7,0.25167506202581086,6.0,28
7,19,0.5404507159255445,292.6875,19,14,7,0.8384714299776862,6.0,27
7,20,nan,nan,20,114,2,1.0,6.0,29
7,21,nan,nan,21,40,5,0.9832062185996023,6.0,33
7,22,0.21622034371830523,308.5,22,16,7,0.25867723479937876,6.0,31
7,23,nan,nan,23,14,7,0.3769374047339352,6.0,32
7,24,nan,nan,24,95,3,0.17808480888502326,6.0,34
7,25,1.285930102790839,338.2857142857143,25,16,7,0.5187226880231379,6.0,35
7,26,nan,nan,26,16,7,0.565419009663345,6.0,35
7,27,0.049988556653261185,328.0,27,17,7,0.39604668942974075,6.0,38
7,28,nan,nan,28,97,3,0.9595382142677402,6.0,42
7,29,nan,nan,29,42,5,0.9693240210266908,6.0,39
7,30,nan,nan,30,97,3,0.6297912386752524,6.0,42
7,31,0.04652475891634822,364.0,31,98,3,0.9542433095499521,6.0,44
7,32,nan,nan,32,24,7,0.6908367485742419,6.0,43
7,33,0.2445868628565222,371.5,33,69,4,0.8246528616982305,6.0,47
7,34,0.17943084065336734,374.5,34,99,3,0.9721132150919236,6.0,45
7,35,0.19839780416805297,404.6,35,69,4,0.7924763386401653,6.0,48
7,36,0.5203860631445423,402.5,36,26,7,0.6245138905106614,6.0,46
7,37,0.065476463874802,505.0,37,45,5,0.27663979646189,6.0,50
7,38,nan,nan,38,70,4,0.8617290960580759,6.0,52
7,39,0.31131583855797845,551.25,39,71,4,0.9680305196309246,6.0,53
7,40,0.3774839029302476,539.0370370370371,40,100,3,0.9919887489245819,6.0,54
7,41,nan,nan,41,115,2,1.0,6.0,55
7,42,nan,nan,42,101,3,0.9976031866734254,6.0,57
7,43,nan,nan,43,72,4,0.04348682571392379,6.0,58
7,44,0.08989089750684798,564.0,44,46,5,0.9109979267487951,6.0,59
7,45,0.3943846798501909,601.0,45,73,4,0.7190572605156703,6.0,60
7,46,nan,nan,46,126,1,nan,0.0,0
7,47,nan,nan,47,127,1,nan,0.0,0
7,48,0.037994964979588985,622.0,48,74,4,0.8984929023213549,6.0,64
7,49,0.23672274535056204,630.125,49,50,5,0.28289110616108276,6.0,63
7,50,0.1724422088591382,641.0,50,103,3,0.7159001778886278,6.0,65
7,51,nan,nan,51,75,4,0.8301670916240556,6.0,66
7,52,nan,nan,52,104,3,0.9905115438192028,6.0,67
7,53,0.029739834368228912,672.0,53,77,4,0.9880295501054541,6.0,68
7,54,nan,nan,54,116,2,1.0,6.0,69
7,55,0.04878309275954962,757.0,55,51,5,0.998229481552195,6.0,70
7,56,0.9147732809341202,778.2666666666667,56,32,7,0.5956070953319409,6.0,71
7,57,0.5009805772763988,803.9047619047619,57,53,5,0.40328152332581124,6.0,72
7,58,nan,nan,58,105,3,0.9975715913673716,6.0,73
7,59,0.22544442082289606,872.0,59,78,4,0.8018128357185107,6.0,74
7,60,0.34017192071769387,859.3333333333334,60,128,1,nan,0.0,0
7,61,0.12417792133055627,896.0,61,78,4,0.7364359815861689,6.0,75
7,62,nan,nan,62,80,4,0.9507396912799909,6.0,76
7,63,0.34096284583210945,898.0,63,79,4,0.9604998392040738,6.0,77
7,64,0.035294117871671915,903.0,64,106,3,0.9999678760472452,6.0,78
7,65,nan,nan,65,106,3,0.5172043261083609,6.0,78
7,66,nan,nan,66,129,1,nan,0.0,0
7,67,0.03796444647014141,954.0,67,54,5,0.7292259982012328,6.0,80
7,68,0.14337377053184006,942.3846153846154,68,55,5,0.9991709064422805,6.0,81
7,69,nan,nan,69,130,1,nan,0.0,0
7,70,nan,nan,70,107,3,0.5051120045808014,6.0,82
7,71,nan,nan,71,117,2,1.0,6.0,84
7,72,nan,nan,72,107,3,0.9980817300617479,6.0,82
7,73,0.6908620023586525,996.4871794871794,73,81,4,0.7244364256774043,6.0,83
7,74,nan,nan,74,56,5,0.7085285246996503,6.0,85
7,75,0.04344243626110256,1022.0,75,131,1,nan,0.0,0
7,76,nan,nan,76,84,4,0.8932335578956151,6.0,86
7,77,nan,nan,77,82,4,0.9415748004875504,6.0,87
7,78,0.17804837338626384,1021.4,78,132,1,nan,0.0,0
7,79,nan,nan,79,118,2,1.0,6.0,88
7,80,nan,nan,80,133,1,nan,0.0,0
7,81,0.03808651911094785,1031.0,81,108,3,0.7544126415211622,6.0,90
7,82,nan,nan,82,84,4,0.29423667202059756,6.0,89
7,83,0.17180895863566548,1074.75,83,85,4,0.9512797569940081,6.0,91
7,84,1.2658364410427483,1092.4545454545455,84,119,2,1.0,6.0,92
7,85,0.116159304860048,1105.5,85,109,3,0.9709730144095066,6.0,93
7,86,nan,nan,86,36,6,0.4837421838283325,6.0,94
7,87,0.16488390695303679,1116.6666666666667,87,86,4,0.8599265730352054,6.0,95
7,88,0.3658350494224578,1173.0,88,36,6,0.161586227429721,6.0,94
7,89,0.15655565855558962,1172.625,89,36,6,0.4407398729872244,6.0,94
7,90,1.237088099206713,1174.2272727272727,90,57,5,0.9711827950827341,6.0,96
7,91,0.29799399890925554,1291.9634146341464,91,36,6,0.7142228096065595,6.0,97
7,92,0.6145400016032385,1281.939393939394,92,57,5,0.345384026878356,6.0,96
7,93,0.1415945678949356,1330.2,93,134,1,nan,0.0,0
7,94,0.0627145804464817,1329.0,94,120,2,1.0,6.0,98
7,95,0.10443274614711602,1318.3333333333333,95,58,5,0.8784179605311767,6.0,99
7,96,nan,nan,96,59,5,0.7198429500613316,6.0,100
7,97,nan,nan,97,111,3,0.8875617069843683,6.0,101
7,98,0.06784161194227636,1398.8,98,59,5,0.5498134458487731,6.0,100
7,99,0.2747272471897304,1405.5,99,121,2,1.0,6.0,102
7,100,nan,nan,100,112,3,0.9876245678197222,6.0,103
7,101,0.08389410329982638,1422.0,101,122,2,1.0,6.0,104
7,102,0.14834821299882606,1436.0,102,87,4,0.9963203757308614,6.0,105
7,103,0.3161516770487651,1438.0,103,123,2,1.0,6.0,106
7,104,0.1924823895872881,1485.6666666666667,104,124,2,1.0,6.0,107
7,105,nan,nan,105,125,2,1.0,6.0,108
7,106,0.14289056851218143,1480.3333333333333,106,135,1,nan,0.0,0
7,107,0.6104864219140093,1491.6363636363637,107,88,4,0.989548239343368,6.0,109
8,1,0.03015182795934379,13.0,1,91,4,0.5342980407050831,7.0,4
8,2,0.037735561141744256,77.0,2,60,5,0.4085676426752378,7.0,5
8,3,nan,nan,3,6,8,0.9590139904879517,7.0,9
8,4,nan,nan,4,113,3,0.6179429515451726,7.0,11
8,5,0.1420309788081795,141.0,5,113,3,0.7813457058025093,7.0,12
8,6,0.18595337910069662,183.1818181818182,6,66,5,0.3684523007424082,7.0,14
8,7,0.3558844756852422,223.77777777777777,7,8,8,0.15593447760661022,7.0,15
8,8,nan,nan,8,13,8,0.2589761877937871,7.0,18
8,9,nan,nan,9,40,6,0.8340241612253247,7.0,21
8,10,nan,nan,10,14,8,0.31230412280282355,7.0,23
8,11,0.3694148187758401,263.2,11,14,8,0.502858360683997,7.0,19
8,12,nan,nan,12,95,4,0.36997749885734976,7.0,24
8,13,0.38869052440471324,289.8333333333333,13,16,8,0.10317163921223008,7.0,25
8,14,0.09025711426511407,285.0,14,16,8,0.5119899961424869,7.0,26
8,15,nan,nan,15,13,8,0.5547614101090205,7.0,18
8,16,nan,nan,16,97,4,0.34477632180702233,7.0,30
8,17,nan,nan,17,98,4,0.945984150977739,7.0,31
8,18,nan,nan,18,69,5,0.28640897430612694,7.0,33
8,19,nan,nan,19,26,8,0.6757151228757762,7.0,36
8,20,0.48996719706892256,463.04761904761904,20,100,4,0.9835903298960101,7.0,40
8,21,nan,nan,21,46,6,0.904379247001442,7.0,44
8,22,0.025177386356517673,544.0,22,103,4,0.9081427438121007,7.0,50
8,23,0.04722667275927961,555.0,23,104,4,0.3253904328681989,7.0,52
8,24,0.04089417937211692,585.0,24,77,5,0.9902538251296414,7.0,53
8,25,0.03582818387076259,610.0,25,116,3,0.9956883377564517,7.0,54
8,26,0.49257590242912275,663.0769230769231,26,53,6,0.476175761522038,7.0,57
8,27,nan,nan,27,105,4,0.8673551239504401,7.0,58
8,28,0.09261463454458863,728.0,28,78,5,0.3542672415103787,7.0,59
8,29,0.233864132414705,716.7142857142857,29,128,2,1.0,7.0,60
8,30,nan,nan,30,106,4,0.3412279436126875,7.0,64
8,31,nan,nan,31,129,2,1.0,7.0,66
8,32,0.05490196100436151,797.0,32,129,2,1.0,7.0,66
8,33,0.2594186340769132,801.0,33,55,6,0.9991746271872802,7.0,68
8,34,nan,nan,34,107,4,0.41161534119537374,7.0,70
8,35,0.05513084586709738,843.0,35,117,3,0.982153272079466,7.0,71
8,36,nan,nan,36,107,4,0.6287856222613211,7.0,72
8,37,0.764187773657878,838.6818181818181,37,81,5,0.5211712837001761,7.0,73
8,38,0.11799801862798631,864.0,38,131,2,1.0,7.0,75
8,39,0.252132449997589,865.5,39,132,2,1.0,7.0,78
8,40,0.04606698686257005,846.0,40,118,3,0.7539205438349629,7.0,79
8,41,0.13463797932490706,884.0,41,133,2,1.0,7.0,80
8,42,nan,nan,42,108,4,0.5978116383512262,7.0,81
8,43,0.252079043071717,914.5,43,85,5,0.9161002843542385,7.0,83
8,44,2.0496399550555418,921.0,44,119,3,0.867805461919446,7.0,84
8,45,0.1115358219249174,938.75,45,109,4,0.9866343072654058,7.0,85
8,46,nan,nan,46,36,7,0.40047111555783765,7.0,86
8,47,0.3029831408057362,946.0,47,86,5,0.6342867163926998,7.0,87
8,48,0.5637140499893576,978.0,48,36,7,0.16200544062306577,7.0,88
8,49,0.7882634337292984,1020.796875,49,57,6,0.2909202925365983,7.0,90
8,50,0.6032414555416575,1028.5714285714287,50,57,6,0.6970772545727787,7.0,90
8,51,0.367870170709544,1057.5428571428572,51,36,7,0.5034721247978566,7.0,91
8,52,nan,nan,52,120,3,0.800876930458003,7.0,94
8,53,nan,nan,53,134,2,1.0,7.0,93
8,54,0.07687495439313352,1138.0,54,134,2,1.0,7.0,93
8,55,0.2774509838200174,1150.75,55,36,7,0.8190052537914242,7.0,91
8,56,nan,nan,56,59,6,0.4830660426788871,7.0,96
8,57,0.04600595170632005,1158.0,57,59,6,0.47600839434945336,7.0,98
8,58,nan,nan,58,111,4,0.32985091064274324,7.0,97
8,59,0.823422604938969,1181.0,59,121,3,0.9339982929913209,7.0,99
8,60,0.09709697181824595,1197.25,60,123,3,0.9077274749287957,7.0,103
8,61,nan,nan,61,87,5,0.9443032200520547,7.0,102
8,62,0.12927952129393816,1225.3333333333333,62,124,3,0.9934831012220008,7.0,104
8,63,0.149225604836829,1206.0,63,125,3,0.9994842152554199,7.0,105
8,64,nan,nan,64,125,3,0.8451290346277617,7.0,105
8,65,0.08130006957799196,1247.0,65,135,2,1.0,7.0,106
9,1,nan,nan,1,91,5,0.4470155033698966,8.0,1
9,2,nan,nan,2,60,6,0.38731012890184285,8.0,2
9,3,0.024612802313640714,98.0,3,6,9,0.9500947048225776,8.0,3
9,4,0.3843788719431569,193.6153846153846,4,14,9,0.4551167580896217,8.0,11
9,5,0.027049160019184153,198.0,5,13,9,0.35302635898776136,8.0,8
9,6,0.08463925154258807,241.66666666666666,6,16,9,0.14186726498009034,8.0,13
9,7,0.0718140439906468,223.0,7,16,9,0.29172604195054397,8.0,13
9,8,0.02598611474968493,243.0,8,13,9,0.5464419814791582,8.0,15
9,9,0.019226367585361004,263.0,9,97,5,0.3627210777696817,8.0,16
9,10,0.015335317235440016,276.0,10,98,5,0.7338961404911647,8.0,17
9,11,nan,nan,11,69,6,0.33999745220405325,8.0,18
9,12,nan,nan,12,26,9,0.6587009018273949,8.0,19
9,13,0.35900028445757926,359.4166666666667,13,100,5,0.9572366241251217,8.0,20
9,14,0.24813458533026278,404.0,14,103,5,0.9086494261354134,8.0,22
9,15,0.03335622209124267,417.0,15,104,5,0.5803156744682111,8.0,23
9,16,0.041565577033907175,431.0,16,77,6,0.9901420641242551,8.0,24
9,17,nan,nan,17,116,4,0.9933852145216578,8.0,25
9,18,0.5721072069665586,485.40909090909093,18,53,7,0.5565066901109149,8.0,26
9,19,0.0439612427726388,519.0,19,128,3,0.7172361343288458,8.0,29
9,20,0.2666132611921057,539.5,20,78,6,0.4580775129606473,8.0,28
9,21,nan,nan,21,128,3,0.9573238131266771,8.0,29
9,22,nan,nan,22,106,5,0.3676796766943371,8.0,30
9,23,0.21994354343041778,599.0,23,129,3,0.02526626452437883,8.0,32
9,24,0.24942778801778331,604.0,24,55,7,0.997360921442242,8.0,33
9,25,nan,nan,25,107,5,0.26646426414047486,8.0,34
9,26,0.10797283845022321,615.0,26,131,3,0.871152264263533,8.0,38
9,27,0.07664606859907508,642.0,27,117,4,0.9321269964083454,8.0,35
9,28,0.4766170792048797,636.8,28,81,6,0.4236397378538773,8.0,37
9,29,0.09042496455367655,650.0,29,131,3,0.8809999966464894,8.0,38
9,30,0.11636530258692801,665.0,30,118,4,0.6148102233578229,8.0,40
9,31,0.13703619071748108,669.8333333333334,31,133,3,0.8374781889007059,8.0,41
9,32,2.0457633410347627,700.7,32,119,4,0.7677232020376284,8.0,44
9,33,nan,nan,33,36,8,0.3003087787977984,8.0,46
9,34,0.20194171043112874,709.25,34,109,5,0.9814285168378033,8.0,45
9,35,nan,nan,35,86,6,0.7392360110793941,8.0,47
9,36,0.6393435216280368,771.6792452830189,36,57,7,0.3530680442579025,8.0,49
9,37,0.22762674396788632,813.7407407407408,37,36,8,0.5001265415719413,8.0,51
9,38,nan,nan,38,120,4,0.7966739192908111,8.0,52
9,39,nan,nan,39,134,3,0.34087701593438324,8.0,54
9,40,nan,nan,40,59,7,0.483901357855417,8.0,56
9,41,nan,nan,41,111,5,0.5343349509100378,8.0,58
9,42,0.21014725207351148,901.6666666666666,42,121,4,0.9315223757533889,8.0,59
9,43,0.12390580237843096,915.0,43,123,4,0.8219109687899563,8.0,60
9,44,0.18859388184500858,936.0,44,124,4,0.9878089734566611,8.0,62
9,45,0.17103456222685054,941.0,45,125,4,0.08687640364379011,8.0,63
